CCD,PDB,nuc_len,prot_len,split,json
CCC,3DIM,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DIM/CCC_3DIM.json
CCC,3DIO,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DIO/CCC_3DIO.json
CCC,3DIQ,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DIQ/CCC_3DIQ.json
CCC,3DIR,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DIR/CCC_3DIR.json
CCC,3DIS,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DIS/CCC_3DIS.json
CCC,3DIX,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DIX/CCC_3DIX.json
CCC,3DIY,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DIY/CCC_3DIY.json
CCC,3DIZ,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DIZ/CCC_3DIZ.json
CCC,3DJ0,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DJ0/CCC_3DJ0.json
CCC,3DJ2,174,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3DJ2/CCC_3DJ2.json
CCC,3OWI,176,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3OWI/CCC_3OWI.json
CCC,3OX0,176,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3OX0/CCC_3OX0.json
CCC,3OXE,176,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3OXE/CCC_3OXE.json
CCC,3OXM,176,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3OXM/CCC_3OXM.json
CCC,3RW6,62,244,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3RW6/CCC_3RW6.json
CCC,3SKI,136,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3SKI/CCC_3SKI.json
CCC,3SKL,132,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3SKL/CCC_3SKL.json
CCC,3SKR,132,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3SKR/CCC_3SKR.json
CCC,3SKT,66,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3SKT/CCC_3SKT.json
CCC,3SKW,66,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3SKW/CCC_3SKW.json
CCC,3SKZ,136,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3SKZ/CCC_3SKZ.json
CCC,3SLM,68,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3SLM/CCC_3SLM.json
CCC,3SLQ,136,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3SLQ/CCC_3SLQ.json
CCC,3SUH,101,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3SUH/CCC_3SUH.json
CCC,3SUX,101,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3SUX/CCC_3SUX.json
CCC,3SUY,101,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/3SUY/CCC_3SUY.json
CCC,4NYA,160,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/4NYA/CCC_4NYA.json
CCC,4WFL,107,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/4WFL/CCC_4WFL.json
CCC,4WFM,206,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/4WFM/CCC_4WFM.json
CCC,6DLQ,107,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/6DLQ/CCC_6DLQ.json
CCC,6DLR,107,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/6DLR/CCC_6DLR.json
CCC,6DLS,107,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/6DLS/CCC_6DLS.json
CCC,6DLT,107,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/6DLT/CCC_6DLT.json
CCC,6DMC,102,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/6DMC/CCC_6DMC.json
CCC,6DMD,102,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/6DMD/CCC_6DMD.json
CCC,6DME,102,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/6DME/CCC_6DME.json
CCC,6DNR,107,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/6DNR/CCC_6DNR.json
CCC,6TQA,21,152,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/6TQA/CCC_6TQA.json
CCC,6UFH,244,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/6UFH/CCC_6UFH.json
CCC,7TZR,80,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/7TZR/CCC_7TZR.json
CCC,7TZS,80,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/7TZS/CCC_7TZS.json
CCC,9LKU,65,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/9LKU/CCC_9LKU.json
CCC,9LKV,73,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/9LKV/CCC_9LKV.json
CCC,9LKW,66,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/9LKW/CCC_9LKW.json
CCC,9UW0,65,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CCC/9UW0/CCC_9UW0.json
CSL,4YS5,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CSL/4YS5/CSL_4YS5.json
CSL,6D4L,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CSL/6D4L/CSL_6D4L.json
CSL,6D54,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CSL/6D54/CSL_6D54.json
CSL,6QIQ,16,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CSL/6QIQ/CSL_6QIQ.json
CTG,3VK8,26,288,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/CTG/3VK8/CTG_3VK8.json
DDG,2ASJ,26,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/2ASJ/8OG_2ASJ.json
DDG,2ATL,31,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/2ATL/DDG_2ATL.json
DDG,2AU0,25,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/2AU0/DDG_2AU0.json
DDG,3KHL,30,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/3KHL/DDG_3KHL.json
DDG,3KHR,30,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/3KHR/DDG_3KHR.json
DDG,3RH4,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/3RH4/DDG_3RH4.json
DDG,3RH5,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/3RH5/DDG_3RH5.json
DDG,3RH6,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/3RH6/DDG_3RH6.json
DDG,5WM1,28,433,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/5WM1/DDG_5WM1.json
DDG,5WM8,28,432,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/5WM8/DDG_5WM8.json
DDG,5WMB,27,433,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/5WMB/DDG_5WMB.json
DDG,9D4S,12,408,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDG/9D4S/DDG_9D4S.json
DDN,7UXD,9,190,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DDN/7UXD/DDN_7UXD.json
DOC,1BPY,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/1BPY/DOC_1BPY.json
DOC,1T3N,26,776,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/1T3N/DOC_1T3N.json
DOC,2AGP,29,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/2AGP/DOC_2AGP.json
DOC,2AGQ,29,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/2AGQ/DOC_2AGQ.json
DOC,2FMP,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/2FMP/DOC_2FMP.json
DOC,2ISO,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/2ISO/DOC_2ISO.json
DOC,2ISP,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/2ISP/DOC_2ISP.json
DOC,2JEF,30,343,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/2JEF/DOC_2JEF.json
DOC,2JEG,30,343,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/2JEG/DOC_2JEG.json
DOC,2PXI,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/2PXI/DOC_2PXI.json
DOC,3JPN,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/3JPN/DOC_3JPN.json
DOC,3JPO,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/3JPO/DOC_3JPO.json
DOC,3JPP,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/3JPP/DOC_3JPP.json
DOC,3JPQ,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/3JPQ/DOC_3JPQ.json
DOC,3JPR,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/3JPR/DOC_3JPR.json
DOC,3JPS,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/3JPS/DOC_3JPS.json
DOC,3JPT,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/3JPT/DOC_3JPT.json
DOC,3KHH,29,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/3KHH/DOC_3KHH.json
DOC,3MBY,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/3MBY/DOC_3MBY.json
DOC,4DO9,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4DO9/DOC_4DO9.json
DOC,4DOA,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4DOA/DOC_4DOA.json
DOC,4DOB,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4DOB/DOC_4DOB.json
DOC,4DOC,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4DOC/DOC_4DOC.json
DOC,4IRK,31,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4IRK/DOC_4IRK.json
DOC,4K4Y,34,463,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4K4Y/DOC_4K4Y.json
DOC,4QWB,27,343,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4QWB/DOC_4QWB.json
DOC,4QWC,27,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4QWC/DOC_4QWC.json
DOC,4RT2,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4RT2/DOC_4RT2.json
DOC,4RT3,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4RT3/DOC_4RT3.json
DOC,4XA5,20,313,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/4XA5/DOC_4XA5.json
DOC,6CR3,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR3/DOC_6CR3.json
DOC,6CR4,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR4/DOC_6CR4.json
DOC,6CR5,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR5/DOC_6CR5.json
DOC,6CR6,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR6/DOC_6CR6.json
DOC,6CR7,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR7/DOC_6CR7.json
DOC,6CR8,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR8/DOC_6CR8.json
DOC,6CR9,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CR9/DOC_6CR9.json
DOC,6CTI,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTI/DOC_6CTI.json
DOC,6CTJ,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTJ/DOC_6CTJ.json
DOC,6CTK,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTK/DOC_6CTK.json
DOC,6CTL,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTL/DOC_6CTL.json
DOC,6CTM,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTM/DOC_6CTM.json
DOC,6CTN,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTN/DOC_6CTN.json
DOC,6CTO,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTO/DOC_6CTO.json
DOC,6CTP,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6CTP/DOC_6CTP.json
DOC,6G2Q,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6G2Q/DOC_6G2Q.json
DOC,6NKR,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6NKR/DOC_6NKR.json
DOC,6NKS,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6NKS/DOC_6NKS.json
DOC,6UOL,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/DOC/6UOL/DOC_6UOL.json
FHU,1K8W,22,304,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/FHU/1K8W/FHU_1K8W.json
FHU,3DH3,22,240,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/FHU/3DH3/FHU_3DH3.json
FHU,3HJW,71,500,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/FHU/3HJW/FHU_3HJW.json
FMU,2BH2,30,418,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/FMU/2BH2/FMU_2BH2.json
G31,1D26,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G31/1D26/G31_1D26.json
G36,128D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G36/128D/G36_128D.json
G36,130D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G36/130D/G36_130D.json
G36,144D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G36/144D/G36_144D.json
G36,1D85,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G36/1D85/G36_1D85.json
G46,354D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/354D/G46_354D.json
G46,7JJD,27,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7JJD/G46_7JJD.json
G46,7U87,30,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7U87/G46_7U87.json
G46,7U88,30,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7U88/G46_7U88.json
G46,7U89,30,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7U89/G46_7U89.json
G46,7U8A,30,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7U8A/G46_7U8A.json
G46,7U8B,30,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/7U8B/G46_7U8B.json
G46,8DZK,5,349,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/8DZK/G46_8DZK.json
G46,8VAW,30,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G46/8VAW/G46_8VAW.json
G47,1CW9,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G47/1CW9/G47_1CW9.json
G49,1D33,6,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/1D33/G49_1D33.json
G49,1QDA,6,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/1QDA/G49_1QDA.json
G49,277D,6,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/277D/G49_277D.json
G49,278D,6,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/278D/G49_278D.json
G49,381D,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/381D/G49_381D.json
G49,427D,6,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/G49/427D/G49_427D.json
GMS,1VRO,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/GMS/1VRO/GMS_1VRO.json
GMU,1R3G,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/GMU/1R3G/GMU_1R3G.json
GS,5ZMN,20,324,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/GS/5ZMN/GS_5ZMN.json
GS,5ZMO,14,158,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/GS/5ZMO/GS_5ZMO.json
H2U,1C0A,77,585,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1C0A/H2U_1C0A.json
H2U,1EFW,73,580,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1EFW/H2U_1EFW.json
H2U,1F7V,72,606,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1F7V/H2U_1F7V.json
H2U,1QF6,76,641,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/H2U/1QF6/H2U_1QF6.json
